"","Results.index","Time","Counter","Hash","Logged.in.as.experiment.owner...if.known.","Controller.name","Item.number","Element.number","Type","Group","Field.name","Field.value","Sentence..or.sentence.MD5.","Question..NULL.if.none..","Answer","Whether.or.not.answer.was.correct..NULL.if.N.A.","Time.taken.to.answer."
"63",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",67,0,"stimulus2_perf","14","","","В прихожей подождали я и Кирилл.","","","",NA
"64",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",67,0,"stimulus2_perf","14","","","","NULL","7","NULL",5986
"65",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",89,0,"filler2_ungr","NULL","","","По финал вышли Артём и Дима.","","","",NA
"66",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",89,0,"filler2_ungr","NULL","","","","NULL","1","NULL",2046
"67",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",46,0,"stimulus2_imperf","9","","","В магазин шёл я и Максим.","","","",NA
"68",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",46,0,"stimulus2_imperf","9","","","","NULL","NULL","NULL",10003
"69",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",80,0,"filler2_gram","NULL","","","Гриша и Слава пошли на дискотеку.","","","",NA
"70",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",80,0,"filler2_gram","NULL","","","","NULL","7","NULL",3287
"71",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",73,0,"stimulus2_perf","16","","","Я и Гриша сели за стол.","","","",NA
"72",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",73,0,"stimulus2_perf","16","","","","NULL","6","NULL",6540
"73",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",90,0,"filler2_ungr","NULL","","","Илья и Кирилл отвечали на доски.","","","",NA
"74",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",90,0,"filler2_ungr","NULL","","","","NULL","1","NULL",2466
"75",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",68,0,"stimulus2_imperf","15","","","Я и Витя пел на концерте.","","","",NA
"76",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",68,0,"stimulus2_imperf","15","","","","NULL","1","NULL",7441
"77",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",83,0,"filler2_gram","NULL","","","На кнопку нажали Никита и Слава.","","","",NA
"78",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",83,0,"filler2_gram","NULL","","","","NULL","7","NULL",2060
"79",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",51,0,"stimulus2_perf","10","","","В зале подмели я и Вова.","","","",NA
"80",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",51,0,"stimulus2_perf","10","","","","NULL","6","NULL",1936
"81",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",88,0,"filler2_ungr","NULL","","","Вова и Серёжа нырнули над прорубь.","","","",NA
"82",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",88,0,"filler2_ungr","NULL","","","","NULL","1","NULL",2565
"83",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",52,0,"stimulus2_imperf","11","","","Я и Паша играл в саду.","","","",NA
"84",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",52,0,"stimulus2_imperf","11","","","","NULL","1","NULL",1305
"85",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","Form",6,0,"comments","NULL","comment","Мур!","","","","",NA
"86",0,"2021-05-06T12:57:43Z",6,"S+S99Qk/SkTzejNbyc0CCA","no","Form",6,0,"comments","NULL","_REACTION_TIME_","6061","","","","",NA
"87",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","Form",1,0,"intro","NULL","Imja","Хмельков","","","","",NA
"88",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","Form",1,0,"intro","NULL","Familija","Алексей","","","","",NA
"89",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","Form",1,0,"intro","NULL","Vozrast","Дмитриевич","","","","",NA
"90",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","Form",1,0,"intro","NULL","Obrazovanie","высшее","","","","",NA
"91",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","Form",1,0,"intro","NULL","Jazyk","","","","","",NA
"92",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","Form",1,0,"intro","NULL","Soglasie","yes","","","","",NA
"93",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","Form",1,0,"intro","NULL","Pol","male","","","","",NA
"94",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","Form",1,0,"intro","NULL","Lingvisticheskoe_obrazovanie","no_ed","","","","",NA
"95",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","Form",1,0,"intro","NULL","_REACTION_TIME_","52372","","","","",NA
"96",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","Form",3,0,"instruction","NULL","_REACTION_TIME_","24821","","","","",NA
"97",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",8,0,"practice","NULL","","","Паша и Коля спали на уроке.","","","",NA
"98",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",8,0,"practice","NULL","","","","NULL","6","NULL",3345
"99",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",9,0,"practice","NULL","","","На парте рисовал Вася и Петя.","","","",NA
"100",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",9,0,"practice","NULL","","","","NULL","3","NULL",3042
"101",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",10,0,"practice","NULL","","","Максим и я гуляли в парке.","","","",NA
"102",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",10,0,"practice","NULL","","","","NULL","6","NULL",3213
"103",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",11,0,"practice","NULL","","","В окно смотрел я и Витя.","","","",NA
"104",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",11,0,"practice","NULL","","","","NULL","2","NULL",3124
"105",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","Form",4,0,"start","NULL","_REACTION_TIME_","1526","","","","",NA
"106",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",37,0,"stimulus_perf","7","","","Я и Данила спел на банкете.","","","",NA
"107",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",37,0,"stimulus_perf","7","","","","NULL","2","NULL",2754
"108",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",79,0,"filler1_gram","NULL","","","На машине ездили Илья и Лёва.","","","",NA
"109",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",79,0,"filler1_gram","NULL","","","","NULL","7","NULL",2612
"110",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",16,0,"stimulus_imperf","2","","","Я и Ваня подметал на кухне.","","","",NA
"111",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",16,0,"stimulus_imperf","2","","","","NULL","1","NULL",2941
"112",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",86,0,"filler1_ungr","NULL","","","Кирилл и Федя бродили на лес.","","","",NA
"113",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",86,0,"filler1_ungr","NULL","","","","NULL","1","NULL",2510
"114",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",15,0,"stimulus_perf","1","","","На вечеринку пришли я и Вася.","","","",NA
"115",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",15,0,"stimulus_perf","1","","","","NULL","7","NULL",2951
"116",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",78,0,"filler1_gram","NULL","","","Володя и Кеша отдыхали на юге.","","","",NA
"117",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",78,0,"filler1_gram","NULL","","","","NULL","7","NULL",2349
"118",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",42,0,"stimulus_imperf","8","","","В кафе сидел я и Яша.","","","",NA
"119",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",42,0,"stimulus_imperf","8","","","","NULL","2","NULL",2330
"120",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",85,0,"filler1_ungr","NULL","","","На коридоре болтали Кеша и Егор.","","","",NA
"121",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",85,0,"filler1_ungr","NULL","","","","NULL","1","NULL",1897
"122",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",31,0,"stimulus_perf","5","","","До финиша доплыли я и Вадим.","","","",NA
"123",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",31,0,"stimulus_perf","5","","","","NULL","7","NULL",2347
"124",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",77,0,"filler1_gram","NULL","","","В Москве жили Ваня и Коля.","","","",NA
"125",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",77,0,"filler1_gram","NULL","","","","NULL","7","NULL",1634
"126",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",26,0,"stimulus_imperf","4","","","На мосту стоял я и Володя.","","","",NA
"127",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",26,0,"stimulus_imperf","4","","","","NULL","2","NULL",2485
"128",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",84,0,"filler1_ungr","NULL","","","Андрей и Коля ушли по киоск.","","","",NA
"129",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",84,0,"filler1_ungr","NULL","","","","NULL","1","NULL",2495
"130",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",21,0,"stimulus_perf","3","","","Я и Никита сыграли в спектакле.","","","",NA
"131",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",21,0,"stimulus_perf","3","","","","NULL","6","NULL",2132
"132",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",76,0,"filler1_gram","NULL","","","Петя и Вася ходили в школу.","","","",NA
"133",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",76,0,"filler1_gram","NULL","","","","NULL","7","NULL",1661
"134",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",32,0,"stimulus_imperf","6","","","Я и Лёва ждал в машине.","","","",NA
"135",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",32,0,"stimulus_imperf","6","","","","NULL","1","NULL",1659
"136",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",87,0,"filler1_ungr","NULL","","","В улице разговаривали Максим и Гена.","","","",NA
"137",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",87,0,"filler1_ungr","NULL","","","","NULL","1","NULL",2408
"138",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","Form",5,0,"break","NULL","_REACTION_TIME_","6934","","","","",NA
"139",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",88,0,"filler2_ungr","NULL","","","Вова и Серёжа нырнули над прорубь.","","","",NA
"140",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",88,0,"filler2_ungr","NULL","","","","NULL","1","NULL",3003
"141",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",58,0,"stimulus2_perf","12","","","В коридоре постоял я и Дима.","","","",NA
"142",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",58,0,"stimulus2_perf","12","","","","NULL","1","NULL",2244
"143",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",80,0,"filler2_gram","NULL","","","Гриша и Слава пошли на дискотеку.","","","",NA
"144",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",80,0,"filler2_gram","NULL","","","","NULL","7","NULL",2080
"145",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",53,0,"stimulus2_imperf","11","","","Я и Паша играли в саду.","","","",NA
"146",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",53,0,"stimulus2_imperf","11","","","","NULL","6","NULL",2151
"147",1,"2021-05-07T10:24:25Z",7,"S+S99Qk/SkTzejNbyc0CCA","no","AcceptabilityJudgment",90,0,"filler2_ungr","NULL","","","Илья и Кирилл отвечали на доски.","","","",NA
