"","Results.index","Time","Counter","Hash","Logged.in.as.experiment.owner...if.known.","Controller.name","Item.number","Element.number","Type","Group","Field.name","Field.value","Sentence..or.sentence.MD5.","Question..NULL.if.none..","Answer","Whether.or.not.answer.was.correct..NULL.if.N.A.","Time.taken.to.answer."
"61",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",294,0,"filler11","NULL","","","Гоша и Боря впрыгнем в вагон.","","","",NA
"62",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",294,0,"filler11","NULL","","","","NULL","3","NULL",2839
"63",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",24,0,"stimulus_pres","2","","","В автобусе еду я и Петя.","","","",NA
"64",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",24,0,"stimulus_pres","2","","","","NULL","6","NULL",2367
"65",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",279,0,"filler1","NULL","","","В зоопарк сходят Миша и Гена.","","","",NA
"66",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",279,0,"filler1","NULL","","","","NULL","7","NULL",1730
"67",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",79,0,"stimulus_fut","9","","","Я и Вадим доплывут до финиша.","","","",NA
"68",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",79,0,"stimulus_fut","9","","","","NULL","3","NULL",3507
"69",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",286,0,"filler11","NULL","","","Саша и Коля выпьем в пабе.","","","",NA
"70",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",286,0,"filler11","NULL","","","","NULL","1","NULL",3978
"71",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",116,0,"stimulus_pres","14","","","Я и Слава выступаю в цирке.","","","",NA
"72",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",116,0,"stimulus_pres","14","","","","NULL","5","NULL",3229
"73",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",269,0,"fillerq","NULL","","","В университет поступят Лёва и Денис.","","","",NA
"74",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",269,0,"fillerq","NULL","","","","NULL","7","NULL",2207
"75",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","Question",269,1,"fillerq","NULL","","","","Что сделают Лёва и Денис?","Поступят в университет","1",2208
"76",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",51,0,"stimulus_fut","5","","","В спектакле сыграют я и Никита.","","","",NA
"77",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",51,0,"stimulus_fut","5","","","","NULL","5","NULL",5120
"78",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",284,0,"filler1","NULL","","","Андрей и Федя блуждаем в лесу.","","","",NA
"79",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",284,0,"filler1","NULL","","","","NULL","1","NULL",5558
"80",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",42,0,"stimulus_pres","4","","","На море уезжает я и Миша.","","","",NA
"81",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",42,0,"stimulus_pres","4","","","","NULL","1","NULL",2171
"82",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",280,0,"filler11","NULL","","","Андрей и Коля уйдут в театр.","","","",NA
"83",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",280,0,"filler11","NULL","","","","NULL","7","NULL",2565
"84",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",61,0,"stimulus_fut","7","","","Я и Дима постоим в коридоре.","","","",NA
"85",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",61,0,"stimulus_fut","7","","","","NULL","7","NULL",2759
"86",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","Form",5,0,"break","NULL","_REACTION_TIME_","4574","","","","",NA
"87",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",282,0,"filler2","NULL","","","Лёша и Вася заплатят в кассе.","","","",NA
"88",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",282,0,"filler2","NULL","","","","NULL","7","NULL",2409
"89",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",143,0,"stimulus2_pres","17","","","Я и Максим идут в магазин.","","","",NA
"90",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",143,0,"stimulus2_pres","17","","","","NULL","1","NULL",2342
"91",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",283,0,"filler22","NULL","","","На кнопку нажмут Никита и Слава.","","","",NA
"92",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",283,0,"filler22","NULL","","","","NULL","7","NULL",6342
"93",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",262,0,"stimulus2_fut","32","","","Я и Илья погуляет по набережной.","","","",NA
"94",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",262,0,"stimulus2_fut","32","","","","NULL","2","NULL",1973
"95",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",281,0,"filler2","NULL","","","В комментариях ответят Митя и Боря.","","","",NA
"96",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",281,0,"filler2","NULL","","","","NULL","7","NULL",2549
"97",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",179,0,"stimulus2_pres","21","","","В саду играют я и Паша.","","","",NA
"98",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",179,0,"stimulus2_pres","21","","","","NULL","4","NULL",4499
"99",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",290,0,"filler22","NULL","","","Лёва и Костя бредём по дороге.","","","",NA
"100",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",290,0,"filler22","NULL","","","","NULL","1","NULL",2270
"101",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",234,0,"stimulus2_fut","28","","","Возле ворот встанет я и Федя.","","","",NA
"102",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",234,0,"stimulus2_fut","28","","","","NULL","2","NULL",4244
"103",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",288,0,"filler2","NULL","","","Дима и Витя убираем на кухне.","","","",NA
"104",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",288,0,"filler2","NULL","","","","NULL","1","NULL",2534
"105",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",225,0,"stimulus2_pres","27","","","В машине ждём я и Лёва.","","","",NA
"106",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",225,0,"stimulus2_pres","27","","","","NULL","7","NULL",2647
"107",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",298,0,"filler22","NULL","","","Яша и Данила крикнем в трубку.","","","",NA
"108",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",298,0,"filler22","NULL","","","","NULL","1","NULL",2542
"109",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",244,0,"stimulus2_fut","30","","","Я и Егор выступлю на конференции.","","","",NA
"110",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",244,0,"stimulus2_fut","30","","","","NULL","1","NULL",1808
"111",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",275,0,"filler2","NULL","","","Максим и Вова готовят на кухне.","","","",NA
"112",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",275,0,"filler2","NULL","","","","NULL","7","NULL",2251
"113",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",243,0,"stimulus2_pres","29","","","На концерте поют я и Витя.","","","",NA
"114",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",243,0,"stimulus2_pres","29","","","","NULL","1","NULL",2914
"115",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",271,0,"fillerq2","NULL","","","В комнате разговаривают Витя и Костя.","","","",NA
"116",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",271,0,"fillerq2","NULL","","","","NULL","7","NULL",2393
"117",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","Question",271,1,"fillerq2","NULL","","","","Что делают Витя и Костя?","Разговаривают","1",1947
"118",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",198,0,"stimulus2_fut","24","","","Я и Олег поработает из дома.","","","",NA
"119",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",198,0,"stimulus2_fut","24","","","","NULL","1","NULL",4748
"120",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",276,0,"filler2","NULL","","","На машине ездят Илья и Лёва.","","","",NA
"121",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",276,0,"filler2","NULL","","","","NULL","7","NULL",2151
"122",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",161,0,"stimulus2_pres","19","","","На кухне подметаем я и Ваня.","","","",NA
"123",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",161,0,"stimulus2_pres","19","","","","NULL","7","NULL",2773
"124",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",299,0,"filler22","NULL","","","До опушки добредём Федя и Митя.","","","",NA
"125",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",299,0,"filler22","NULL","","","","NULL","1","NULL",2864
"126",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",170,0,"stimulus2_fut","20","","","В столицу уедет я и Стёпа.","","","",NA
"127",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",170,0,"stimulus2_fut","20","","","","NULL","1","NULL",3167
"128",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",297,0,"filler2","NULL","","","С вышки прыгнем Петя и Вова.","","","",NA
"129",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",297,0,"filler2","NULL","","","","NULL","1","NULL",2732
"130",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",207,0,"stimulus2_pres","25","","","Я и Андрей плавают в бассейне.","","","",NA
"131",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",207,0,"stimulus2_pres","25","","","","NULL","1","NULL",1159
"132",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",277,0,"filler22","NULL","","","Кирилл и Федя бродят в лесу.","","","",NA
"133",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",277,0,"filler22","NULL","","","","NULL","7","NULL",1688
"134",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",216,0,"stimulus2_fut","26","","","На улице покурю я и Боря.","","","",NA
"135",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",216,0,"stimulus2_fut","26","","","","NULL","1","NULL",2219
"136",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",289,0,"filler2","NULL","","","У доски отвечаем Илья и Кирилл.","","","",NA
"137",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",289,0,"filler2","NULL","","","","NULL","1","NULL",1442
"138",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",189,0,"stimulus2_pres","23","","","Я и Володя стоим на мосту.","","","",NA
"139",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",189,0,"stimulus2_pres","23","","","","NULL","7","NULL",3023
"140",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",291,0,"filler22","NULL","","","На крышу лезем Вася и Миша.","","","",NA
"141",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",291,0,"filler22","NULL","","","","NULL","1","NULL",1794
"142",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",152,0,"stimulus2_fut","18","","","На трамвае приеду я и Коля.","","","",NA
"143",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",152,0,"stimulus2_fut","18","","","","NULL","4","NULL",2436
"144",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",296,0,"filler2","NULL","","","Артём и Дима выйдем в финал.","","","",NA
"145",0,"2021-05-07T10:06:49Z",11,"Iizxc+KqVbHsFV+ODXcqxA","no","AcceptabilityJudgment",296,0,"filler2","NULL","","","","NULL","1","NULL",2442
